vo_XMAQ010_10_paimon_05.wav,派蒙,bonafide,train
vo_XGLQ004_9_paimon_05.wav,派蒙,bonafide,train
vo_MNLQ002_4_paimon_02.wav,派蒙,bonafide,train
vo_EQPM003_5_paimon_03.wav,派蒙,bonafide,train
vo_XYJEQ001_12_paimon_03.wav,派蒙,bonafide,train
vo_EQYQ001_7_paimon_07.wav,派蒙,bonafide,train
vo_LYAQ104_5_paimon_03.wav,派蒙,bonafide,train
vo_DYJEQ004_2_paimon_01.wav,派蒙,bonafide,train
vo_WQDY001_27_paimon_01.wav,派蒙,bonafide,train
vo_LYAQ202_7_paimon_04.wav,派蒙,bonafide,train
vo_GYLQ001_2_paimon_03.wav,派蒙,bonafide,train
vo_dialog_FDAQ006_paimon_03.wav,派蒙,bonafide,train
vo_DYJEQ003_7_paimon_01.wav,派蒙,bonafide,train
vo_XMAQ005_6_paimon_14.wav,派蒙,bonafide,train
vo_LYAQ102_10_paimon_11.wav,派蒙,bonafide,train
vo_WYLQ101_3_paimon_07.wav,派蒙,bonafide,train
vo_LYAQ102_9_paimon_03.wav,派蒙,bonafide,train
vo_WDLQ001_5_paimon_03a.wav,派蒙,bonafide,train
vo_EQHDJ103_12_paimon_32.wav,派蒙,bonafide,train
vo_SZAQ002_5_paimon_03.wav,派蒙,bonafide,train
vo_AYLQ003_6_paimon_02.wav,派蒙,bonafide,train
vo_NHDLQ101_11_paimon_04.wav,派蒙,bonafide,train
vo_XYJEQ002_3_paimon_07.wav,派蒙,bonafide,train
vo_HYEQ001_6_paimon_04.wav,派蒙,bonafide,train
vo_SGLQ002_5_paimon_03.wav,派蒙,bonafide,train
vo_XMAQ014_7_paimon_07.wav,派蒙,bonafide,train
vo_FDAQ104_6_paimon_02.wav,派蒙,bonafide,train
vo_RCJWQ004_3_paimon_12.wav,派蒙,bonafide,train
vo_paimon_mimitomo_divination_04.wav,派蒙,bonafide,train
vo_XMAQ101_4_paimon_02.wav,派蒙,bonafide,train
vo_GDCEQ001_4_paimon_05.wav,派蒙,bonafide,train
vo_MDAQ064_3_paimon_02.wav,派蒙,bonafide,train
vo_DQAQ002_5_paimon_08a.wav,派蒙,bonafide,train
vo_GDCEQ001_1_paimon_08.wav,派蒙,bonafide,train
vo_GZLQ002_9_paimon_02.wav,派蒙,bonafide,train
vo_WDLQ001_1_paimon_07.wav,派蒙,bonafide,train
vo_LSLQ001_2_paimon_05.wav,派蒙,bonafide,train
vo_DYZLQ001_8_paimon_16.wav,派蒙,bonafide,train
vo_EQRG001_5_paimon_06.wav,派蒙,bonafide,train
vo_FDAQ103_15_paimon_03.wav,派蒙,bonafide,train
vo_GYLQ002_1_paimon_03.wav,派蒙,bonafide,train
vo_XMAQ008_7_paimon_09.wav,派蒙,bonafide,train
vo_XMAQ002_9_paimon_18.wav,派蒙,bonafide,train
vo_SZAQ001_3_paimon_05.wav,派蒙,bonafide,train
vo_SDEQ001_24_paimon_02.wav,派蒙,bonafide,train
